Gene Set,ES,NES,P-value,FDR
par1Pathway,0.2699991436445584,1.2624055098962448,0.3333333333333333,0.8042738914138313
MAP00251_Glutamate_metabolism,0.30017750894993417,1.234739531043364,0.2926829268292683,0.8065033907104269
cdc25Pathway,0.40888289988415566,1.270594967667328,0.24444444444444444,0.8068284156220302
GLUT_DOWN,0.09070498615626231,1.3064316140271361,0.14285714285714285,0.8087356775780359
il7Pathway,0.3018958127820722,1.2418075411528025,0.2682926829268293,0.8099606391237926
cell_death,0.3074499527088468,1.2646537435632523,0.24390243902439024,0.8116484651319463
SIG_PIP3SIGINCARDIACMYOCTES,0.12396998169221783,1.2525916500140233,0.22857142857142856,0.8138472327456305
MAP00620_Pyruvate_metabolism,0.22668374907636885,1.2348134908816664,0.23255813953488372,0.8141843753838595
MAP00230_Purine_metabolism,0.15013287531203257,1.2471991705169145,0.18421052631578946,0.8147623623826142
crebPathway,0.22223085413681587,1.2664237651964785,0.21428571428571427,0.8180649227930639
tsp1Pathway,0.3570231217094585,1.306740210007385,0.18181818181818182,0.8182502149613068
MAP03070_Type_III_secretion_system,0.35913638420976807,1.3144749613877242,0.18181818181818182,0.8193217841270498
MAP00193_ATP_synthesis,0.35913638420976807,1.3144749613877242,0.18181818181818182,0.8193217841270498
amiPathway,0.34309381622039836,1.2557575635813532,0.22727272727272727,0.8194953783319002
cskPathway,0.34309381622039836,1.2557575635813532,0.22727272727272727,0.8194953783319002
tnfr1Pathway,0.19993294309388465,1.3072506568895328,0.20454545454545456,0.8279912889489416
ST_Interleukin_13_Pathway,0.524370863907968,1.209441289922276,0.2553191489361702,0.8393440065743918
ST_IL_13_PATHWAY,0.524370863907968,1.209441289922276,0.2553191489361702,0.8393440065743918
akapCentrosomePathway,0.3592064714945948,1.3147314878358007,0.18181818181818182,0.8395519516363598
SA_G2_AND_M_PHASES,0.3759599776265034,1.1682876827372728,0.3111111111111111,0.8587591313395522
vipPathway,0.20563876835878125,1.1846491803468782,0.2857142857142857,0.859346740000593
S1P_Signaling,0.2517001819617553,1.1768470531473525,0.35555555555555557,0.8603083966072548
biopeptidesPathway,0.17713685163078988,1.1646633911882787,0.3181818181818182,0.8606450630553167
Krebs-TCA_Cycle,0.2015384597043359,1.161028015303801,0.3333333333333333,0.8619117876963964
carm1Pathway,0.3249278152069224,1.1892681892638493,0.29545454545454547,0.8648084975139259
aktPathway,0.31645057382556513,1.1771407750348994,0.2727272727272727,0.867357390626952
wntPathway,0.2013486259446542,1.147422512397764,0.3333333333333333,0.8684066786011304
MAP00195_Photosynthesis,0.3265490870168268,1.1952022056805158,0.29545454545454547,0.8714583239052058
insulin_signalling,0.10803609863141315,1.1445213259248352,0.29411764705882354,0.8787006550203077
carm-erPathway,0.24172911441697892,1.1302264215477047,0.35555555555555557,0.8835197459732839
GLUT_UP,0.08528584316316529,1.13983186584179,0.30434782608695654,0.8848119435275844
tollPathway,0.20797774110619419,1.132916327559518,0.3023255813953488,0.8848848080361408
shhPathway,0.3592064714945955,1.1162265165989556,0.35555555555555557,0.8877853122801531
cell_proliferation,0.08376933718036146,1.1259494767683607,0.25,0.8888465310619088
agpcrPathway,0.35892994611240203,1.1153672198194942,0.35555555555555557,0.889402407566638
ST_GRANULE_CELL_SURVIVAL_PATHWAY,0.19263537157662972,1.0977684153250202,0.38095238095238093,0.8897947909817409
cell_adhesion_receptor_activity,0.1894834659477561,1.0915812928457924,0.40476190476190477,0.8903112859393338
ST_Fas_Signaling_Pathway,0.17245699687118385,1.133893647544241,0.3409090909090909,0.8906831470335339
sppaPathway,0.2688246812132258,1.1057739201555628,0.4146341463414634,0.8924555800105235
ngfPathway,0.3053380040468659,1.117567527898479,0.38636363636363635,0.8942907261425768
cell_adhesion,0.09934413322866219,1.0996454452277074,0.3793103448275862,0.8954635202700552
P53_DOWN,0.21966697008483044,1.0270728626545864,0.4,0.895680542208285
il22bpPathway,0.4357858306480109,1.0051233076162758,0.425531914893617,0.8992355521968779
MAP_kinase_kinase_activity,0.5329998075812978,1.030058956129175,0.38,0.8997007512331991
RAR_UP,0.19429770583467454,1.1193152915540552,0.3333333333333333,0.9002120675970633
ndkDynaminPathway,0.18819705954447277,1.084170529284985,0.40476190476190477,0.9006166118359565
MAP00561_Glycerolipid_metabolism,0.17845839087164775,1.0169782597309294,0.42857142857142855,0.9006190748722556
SIG_BCR_Signaling_Pathway,0.16428777191709235,1.0801815196001179,0.38636363636363635,0.9018540412725711
SA_BONE_MORPHOGENETIC,0.43714686694996124,1.0082624856560205,0.425531914893617,0.9024099177773001
ST_G_alpha_5_Pathway,0.276356894071454,1.011493776836676,0.5,0.9028273495676439
CR_DEATH,0.11537120505616527,1.0671551240711632,0.4358974358974359,0.9032375561287858
il17Pathway,0.5558173287888563,1.0741553924546758,0.38,0.9034057646219426
cxcr4Pathway,0.2504662061611499,1.0302588192548747,0.4634146341463415,0.9053056294237899
drug_resistance_and_metabolism,0.09766785496538118,1.0175245099080807,0.5,0.9063922740701545
MAP00310_Lysine_degradation,0.30136905219939153,1.1210401529341933,0.38636363636363635,0.9067767801795676
MAP00632_Benzoate_degradation,0.4689465164702298,1.0816071578756805,0.3404255319148936,0.907574370426273
il3Pathway,0.43322797577679817,0.9992237134400889,0.44680851063829785,0.9083982861479996
GLUCOSE_DOWN,0.0756857691039194,1.0115283875466299,0.391304347826087,0.9085414467168061
ST_G_alpha_i_Pathway_,0.22636560712698467,1.067709073744743,0.38636363636363635,0.9095539026751408
MAP00330_Arginine_and_proline_metabolism,0.24801411694402423,1.0201724823383562,0.4634146341463415,0.9107480653482373
HOX_LIST_JP,0.18930561341675636,1.0312037201567912,0.37209302325581395,0.911341000286615
intrinsicPathway,0.3288387890418019,1.0218595853451153,0.4222222222222222,0.9150449185380397
GLUCO,0.2870954617632062,1.0679448935214437,0.45454545454545453,0.9159592118489095
pelp1Pathway,0.5341411809963225,1.0322647391176698,0.38,0.9168604684713798
radiation_sensitivity,0.18039741791111769,1.0392381503289285,0.42857142857142855,0.9195331830066507
cell_surface_receptor_linked_signal_transduction,0.10844656022092093,1.032323540594211,0.4857142857142857,0.9230554716367271
gleevecPathway,0.19210019267822814,1.0464266207284634,0.37209302325581395,0.9246104752868621
tpoPathway,0.2533845320115453,1.0422629574215019,0.4634146341463415,0.9247348319768195
ST_Phosphoinositide_3_Kinase_Pathway,-0.10042600277269154,-0.3936971797258391,0.7678571428571429,0.9311314079768279
KRAS_TOP100_KNOCKDOWN,0.1619960652534878,0.9900265629176138,0.48936170212765956,0.9331631886015119
ST_Jak_STAT_Pathway,-0.11409088478205626,-0.39767944842094954,0.8035714285714286,0.9343329780255822
fatty_acid_metabolism,0.24514520211574994,0.8972558734045466,0.6136363636363636,0.9356146563721623
hsp27Pathway,0.24556136577806875,0.8987790738877312,0.6136363636363636,0.9380660833381597
MAP00190_Oxidative_phosphorylation,0.15695037901618386,0.9041638371041838,0.5476190476190477,0.942210675515907
CBF_LEUKEMIA_DOWNING_AML,0.13505515034372614,0.9603071259148369,0.5,0.9437947628964359
sarsPathway,-0.16190698876640316,-0.3829948829695044,0.8,0.9443711052804198
arapPathway,0.4272656317086673,0.985471795480768,0.5106382978723404,0.9449358261854329
HTERT_UP,-0.06751224136128421,-0.39768339537696623,0.863013698630137,0.9450724375431175
tgfbPathway,-0.179347823802213,-0.6251414719187023,0.5892857142857143,0.9457433350513049
salmonellaPathway,0.24703949085672228,0.9041891590005625,0.6136363636363636,0.9471437157018543
MAP00790_Folate_biosynthesis,0.30793171273676173,0.9568912876996352,0.4888888888888889,0.947162448977575
CR_TRANSPORT_OF_VESICLES,0.17666739292229533,0.9623595915816983,0.46511627906976744,0.9484545906736788
SIG_PIP3_signaling_in_B_lymphocytes,0.15627313210979427,0.8905514454068145,0.5476190476190477,0.9487871221641643
cell_cycle_regulator,-0.09267619217767707,-0.36334304160213365,0.8596491228070176,0.9491702726435953
GPCRs_Class_A_Rhodopsin-like,-0.14281792361782064,-0.5608301498577828,0.6379310344827587,0.9494953079796165
erkPathway,0.22983584072945554,0.9453986049520365,0.5365853658536586,0.9496003784290579
EMT_UP,0.13730236831064493,0.9775551079132396,0.48717948717948717,0.9499460654311139
RAP_DOWN,0.06514308242809529,0.9465907003334422,0.5333333333333333,0.9500434808098178
ST_MONOCYTE_AD_PATHWAY,0.2535627822349924,0.943209191855133,0.5909090909090909,0.9507611804032577
relaPathway,-0.15995374831374182,-0.5446854362696544,0.6727272727272727,0.9508716695927306
TGF_Beta_Signaling_Pathway,0.16711982184204738,0.9627482285805259,0.5,0.9509844222192052
ps1Pathway,0.23653259055733106,0.8798598580615861,0.6136363636363636,0.951434839444636
HEMO_TF_LIST_JP,-0.13281438177344274,-0.5690333769843893,0.5645161290322581,0.9515824860610036
myosinPathway,0.256430023983945,0.9538748295683859,0.5909090909090909,0.9516097531015846
LEU_DOWN,0.06504594243213599,0.9043715288653601,0.5238095238095238,0.9521286826266009
g2Pathway,-0.12423917582902459,-0.48787346737272597,0.7758620689655172,0.9527681206953099
ST_T_Cell_Signal_Transduction,0.1710300947751575,0.9746467358385724,0.4523809523809524,0.9527789863094104
inflamPathway,-0.14950114946105164,-0.3536485711821436,0.84,0.9528032385923533
longevityPathway,0.3925645031686515,0.9054349731630402,0.574468085106383,0.9548134841019621
ST_Type_I_Interferon_Pathway,-0.10730828571038893,-0.3654135088029723,0.9818181818181818,0.9549874691630899
Eicosanoid_Synthesis,0.4255361300163276,0.9814827661473738,0.5319148936170213,0.955164282550353
ctla4Pathway,-0.16840054645672442,-0.39835555014396784,0.8,0.9551649606809705
SA_FAS_SIGNALLING,-0.2171176301390778,-0.5847673774528361,0.7547169811320755,0.9559193430380705
CR_CAM,0.09253348569329452,0.8808439417518518,0.5714285714285714,0.9562890988295577
arenrf2Pathway,0.23435110836621068,0.9639715468884432,0.5121951219512195,0.9564738126548984
SIG_InsulinReceptorPathwayInCardiacMyocytes,-0.09412367289124988,-0.40326590181208505,0.7741935483870968,0.9569955433797003
mRNA_splicing,-0.11543468824185443,-0.45329922089266095,0.8103448275862069,0.9575948608623256
MAP00340_Histidine_metabolism,0.2925022823833472,0.9089446590522244,0.6222222222222222,0.9581891682369513
SA_TRKA_RECEPTOR,0.3769849595953863,0.8695013533291258,0.6595744680851063,0.9582421539122958
cell_cycle_checkpoint,-0.15970258101897913,-0.6271343272377111,0.5172413793103449,0.9600153143812354
MAP00910_Nitrogen_metabolism,0.26385686706767675,0.9657424321231913,0.5227272727272727,0.9605546001719691
mRNA_processing,-0.12739854157694325,-0.49947427170397024,0.7017543859649122,0.9605608396195474
HOXA9_DOWN,-0.10359331370796457,-0.4118887199009509,0.8490566037735849,0.9612291408994457
MAP00480_Glutathione_metabolism,0.3772614183062545,0.8701389947445751,0.6595744680851063,0.9625211180580461
cell_cycle_arrest,-0.1122482075287776,-0.40937041328852763,0.7857142857142857,0.9632183268518952
GLYCOL,0.2925183185499468,0.9089944911009307,0.6222222222222222,0.963313174484208
SA_B_CELL_RECEPTOR_COMPLEXES,0.2356914345515549,0.9694847971360262,0.5121951219512195,0.9643663247758261
ST_Wnt_beta_catenin_Pathway,-0.12340953342008032,-0.48803408700098755,0.625,0.9648755019368335
FRASOR_ER_UP,-0.09379418966247523,-0.3655181587789434,0.847457627118644,0.9654818369560908
gsPathway,0.45040710364854974,0.8704428489810011,0.48,0.9664839495557466
ST_Tumor_Necrosis_Factor_Pathway,-0.16402993823396672,-0.5895459580504895,0.509090909090909,0.9679383865611675
SA_PTEN_PATHWAY,0.2445887372243446,0.9098273143273804,0.6136363636363636,0.968301008237872
integrinPathway,0.19892811925109458,0.9301064826578767,0.4888888888888889,0.9689545117989872
ck1Pathway,0.2297433937188282,0.8546052335187182,0.6363636363636364,0.9692295596152297
PYR,0.3004101378247031,0.9335181526653695,0.5333333333333333,0.9693989369622965
p53_signalling,-0.08101551227483597,-0.45492258850870604,0.7464788732394366,0.9696094738321698
MAPKKK_cascade,0.409109741886963,0.7906328439078931,0.66,0.9709111970956338
il2rbPathway,0.14910741124161112,0.9112585396817046,0.5106382978723404,0.9713235806743975
nthiPathway,-0.17322177506251962,-0.6317416661618941,0.5178571428571429,0.9714284178096554
cd40Pathway,-0.12073677288006779,-0.42084460414862473,0.75,0.9716847053678801
eponfkbPathway,-0.18621220874254238,-0.5015291705529625,0.7924528301886793,0.9723749185833269
cblPathway,-0.1211591095948492,-0.41257928096983343,0.8909090909090909,0.9728524546232671
ghPathway,0.21442686317047613,0.7976304193397707,0.6818181818181818,0.9730543096837164
circadianPathway,0.40204003079294326,0.9272899142770624,0.574468085106383,0.9731339933397622
il10Pathway,0.3709460676629285,0.855572880656062,0.6595744680851063,0.9738516064633118
ca_nf_at_signalling,-0.10319050301110029,-0.46033542404994815,0.7049180327868853,0.9740364614800366
Electron_Transport_Chain,0.11138277360090815,0.793014720771354,0.6410256410256411,0.9742745296877952
SA_CASPASE_CASCADE,0.2594638385404116,0.80627839323801,0.6888888888888889,0.974380764871414
setPathway,0.2584680523479717,0.8031840086957726,0.6888888888888889,0.9747206475685056
slrpPathway,0.40960249217723754,0.7915851178907597,0.66,0.9749279783656798
mRNA_binding_activity,-0.14069745893601868,-0.4890723232570257,0.6785714285714286,0.9753130377352557
MAP00360_Phenylalanine_metabolism,0.4731570022251095,0.9144085998996662,0.44,0.9757181822026135
ST_Interleukin_4_Pathway,0.19494240134179908,0.9114708967013129,0.4888888888888889,0.9766025131780627
Fatty_Acid_Synthesis,0.22295924040936627,0.9171126408100134,0.5609756097560976,0.9769743369270455
dreamPathway,0.23421023355287393,0.8572327985743816,0.6363636363636364,0.9785196438272951
cell_motility,0.0751023808583763,0.8068215495802655,0.6571428571428571,0.9787487681441084
NFKB_INDUCED,0.09151443773485497,0.8464859243491372,0.5897435897435898,0.9792146114679751
fbw7Pathway,-0.12392010570087574,-0.4219812136185145,0.8909090909090909,0.9809896687438505
gsk3Pathway,-0.12746882285978495,-0.503760995966171,0.7068965517241379,0.9811056318230802
MAP00020_Citrate_cycle_TCA_cycle,0.1965444541392681,0.8084589947529015,0.6097560975609756,0.9815249138182651
reelinPathway,0.26608464298790346,0.8268524030957859,0.6666666666666666,0.9819849629447651
DOWNREG_BY_HOXA9,-0.08858991123852772,-0.32308835370589206,1.0,0.9822495592817316
dnafragmentPathway,-0.18471359609361757,-0.6420749049899062,0.5714285714285714,0.9825455067235158
notchPathway,0.3547726073645641,0.8182694146702142,0.723404255319149,0.9826852704071952
Wnt_Signaling,0.11480389961618372,0.8163109855762287,0.5526315789473685,0.9840780470263016
ST_STAT3_Pathway,-0.11364018719619973,-0.3060694527542679,0.9622641509433962,0.9844249255290732
ahspPathway,0.41864918936954165,0.8090684853024828,0.66,0.9849824266655044
cftrPathway,0.35886088127766136,0.8276988616806029,0.723404255319149,0.9856621322516015
SA_PROGRAMMED_CELL_DEATH,0.22426420017870463,0.8208293251022092,0.6590909090909091,0.9856770568027613
cardiacegfPathway,0.22388909684572927,0.8194564095169111,0.6590909090909091,0.9864815194114117
cdk5Pathway,0.3511543300267263,0.8099239967380326,0.723404255319149,0.9873190244737428
MAP00530_Aminosugars_metabolism,0.21201410098337609,0.7759927410779908,0.7272727272727273,0.9874707256641173
SIG_Regulation_of_the_actin_cytoskeleton_by_Rho_GTPases,0.1363728720461881,0.7771461202280453,0.6428571428571429,0.9889998049249813
KRAS_TOP100_CONTROL,-0.07853709521989932,-0.3280020555924402,0.8870967741935484,0.9898120177452487
no2il12Pathway,0.27890368654699205,0.5390006452888891,0.92,0.9899846599040745
skp2e2fPathway,-0.12188847929703503,-0.4248590350430588,0.7321428571428571,0.9901191924308033
ST_Interferon_gamma_Pathway,0.17231344378207142,0.535460383872637,0.8444444444444444,0.9903584159487054
akap13Pathway,0.3588608812776614,0.827698861680603,0.723404255319149,0.990400892502811
ifnaPathway,0.3381042207074093,0.77982442001641,0.7659574468085106,0.9906998322160419
atmPathway,0.17221722552404248,0.8123049109841789,0.5909090909090909,0.9910838549061168
akap96Pathway,-0.1862596458185156,-0.6492335768425769,0.5714285714285714,0.9912877798222257
p27Pathway,0.17923267408309695,0.6560094512929874,0.7954545454545454,0.9927707318238272
MAP00680_Methane_metabolism,0.3390648950073245,0.655266337517432,0.78,0.9929800458795647
MAP00510_N_Glycans_biosynthesis,0.2681166565729502,0.8331668423548586,0.6444444444444445,0.9931084552838741
gabaPathway,0.22366612327499014,0.515877336565931,0.9361702127659575,0.993214623007203
malatexPathway,0.27920926569564714,0.5395911981078608,0.92,0.9932846087704214
INSULIN_2F_UP,0.05483466971371656,0.8300412719165932,0.5714285714285714,0.9935527184816878
Matrix_Metalloproteinases,-0.14837775859713093,-0.5052660848914189,0.7454545454545455,0.9943245825431003
electron_transport,0.09997110847417784,0.6573035996996852,0.7272727272727273,0.9948696035086818
cell2cellPathway,0.2346747388130019,0.5412682861647024,0.9148936170212766,0.9951193358774015
UPREG_BY_HOXA9,0.07860390874824265,0.5168156376302536,0.9090909090909091,0.9953115100466126
Il12Pathway,0.27901139216064513,0.6435290769645162,0.9148936170212766,0.9953488042482023
ST_G_Protein_Independent_7_Transmembrane_Receptor_Signaling,0.32873080017481304,0.7582049849939544,0.7659574468085106,0.9962077010120862
ST_G_Protein_Independent_7_Transmembrane,0.32873080017481304,0.7582049849939544,0.7659574468085106,0.9962077010120862
MAP00603_Globoside_metabolism,0.3398738937844829,0.6568297835526024,0.78,0.9963290761937944
mcalpainPathway,0.12648384484348388,0.5202741664854473,0.8780487804878049,0.9970112929177698
erythPathway,0.3341954010371238,0.6458557039590752,0.78,0.9971116550123917
CR_DNA_MET_AND_MOD,0.11694846974228373,0.5516162277883144,0.9090909090909091,0.9973926863772629
RAP_UP,0.07688662838293632,0.8335486956302821,0.6333333333333333,0.9979528867730639
EMT_DOWN,0.13421199719417004,0.7648319738560644,0.6428571428571429,0.9979949460625471
GNF_FEMALE_GENES,0.08005440061551637,0.5423854977248219,0.9512195121951219,0.998100513887366
XINACT_MERGED,0.17684973029921403,0.6578500587705735,0.8409090909090909,0.9985957068926096
ucalpainPathway,-0.24441467132434155,-0.6582870597370605,0.7169811320754716,0.9988619784892729
AR_ORTHOS_MAPPED_TO_U133_VIA_NETAFFX,0.10650266711751415,0.6069252139551803,0.7857142857142857,1.0
ANTI_CD44_DOWN,0.1838627801833,0.6729561011031346,0.7727272727272727,1.0
trkaPathway,-0.31120746636122204,-0.7361687600170176,0.56,1.0
ANTI_CD44_UP,0.20030767349177644,0.7451095037341293,0.7727272727272727,1.0
tubbyPathway,0.26371675452755444,0.6082525817565263,0.9148936170212766,1.0
tumor_supressor,0.13994027988913393,0.6600627565131368,0.7954545454545454,1.0
vegfPathway,0.13695049687788813,0.5633273221657746,0.8536585365853658,1.0
NFKB_REDUCED,0.1443639115686238,0.33296982621144566,1.0,1.0
INSULIN_2F_DOWN,0.1547437668463605,0.5663776099932909,0.8863636363636364,1.0
MYC_WT,-0.6849385397233352,-1.844759052195922,0.05660377358490566,1.0
ST_Ga12_Pathway,0.1646293911188774,0.602559980132431,0.8181818181818182,1.0
GLYCOGEN,-0.2524448157376085,-0.8799310766240078,0.3392857142857143,1.0
TCA,0.18587040955693512,0.6914054075392829,0.8181818181818182,1.0
GO_ROS,-0.08373245310104727,-0.19807113528900164,1.0,1.0
