Gene Set,ES,NES,P-value,FDR
nfatPathway,-0.2637017078849571,-0.6470457791485357,0.76,1.0
nthiPathway,0.4499852130676709,0.8009703525088329,0.7169811320754716,1.0
p38mapkPathway,-0.36791758646063255,-0.9027606355045866,0.5,1.0
p53_signalling,-0.13020089042286176,-0.48551869356763266,0.9285714285714286,1.0
par1Pathway,0.2577115184061324,0.45872459749539396,0.9811320754716981,1.0
pparaPathway,0.42869645563470904,1.0340912044310682,0.48,1.0
Proteasome_Degradation,-0.27304211246079346,-0.5894184814421605,0.7446808510638298,1.0
proteasomePathway,-0.35746204433292983,-1.0785004606485729,0.25,1.0
ptc1Pathway,0.6348973607038125,1.1301126082411614,0.3018867924528302,1.0
ptdinsPathway,0.2698529411764726,0.48033624026476585,0.9622641509433962,1.0
rac1Pathway,0.17919007327909886,0.31895700568022733,1.0,1.0
radiation_sensitivity,0.12832584964973337,0.22841906366039877,1.0,1.0
ranklPathway,-0.32106038291605205,-0.6930759568335492,0.6170212765957447,1.0
rhoPathway,-0.2241464292257359,-0.5499888571256456,0.88,1.0
S1P_Signaling,0.2549466449428698,0.6149761204447123,0.88,1.0
SA_B_CELL_RECEPTOR_COMPLEXES,-0.319648093841642,-0.6900272356158079,0.6382978723404256,1.0
SA_CASPASE_CASCADE,0.18251169385829635,0.32486946575437714,1.0,1.0
SA_FAS_SIGNALLING,0.2638055217748926,0.46957187843867204,0.9622641509433962,1.0
SA_G1_AND_S_PHASES,0.1498355940369886,0.26670624964764983,1.0,1.0
tumor_supressor,0.22785043041324726,0.405572081631808,1.0,1.0
ucalpainPathway,-0.8137829912023454,-1.7567207145264834,0.10638297872340426,1.0
vipPathway,-0.23318755687509204,-0.503384091288336,0.8936170212765957,1.0
VOXPHOS,0.1791105503076501,0.5110161381601708,0.875,1.0
GLUCOSE_DOWN,0.0670565345172935,0.48223955895951137,0.9714285714285714,1.0
BRCA_UP,-0.36746355114189555,-1.3702703776041867,0.19642857142857142,1.0
FRASOR_ER_UP,-0.1729976575926598,-0.7096848537702867,0.6862745098039216,1.0
FRASOR_ER_DOWN,0.16961974079497655,0.5676292565906039,0.7659574468085106,1.0
ANDROGEN_UP_GENES,0.07632984850301111,0.18412101134742637,1.0,1.0
ANDROGEN_GENES_FROM_NETAFFX,0.19272892105132094,0.34305605462175187,1.0,1.0
AR_ORTHOS_MAPPED_TO_U133_VIA_NETAFFX,0.15710318647365848,0.37896050033811113,0.98,1.0
AR_MOUSE,0.15710318647365848,0.37896050033811113,0.98,1.0
AR_MOUSE_PLUS_TESTO_FROM_NETAFFX,0.16655904683180972,0.47520573601852784,0.9375,1.0
LEU_DOWN,-0.09816103198161504,-0.5283395820929276,0.8571428571428571,1.0
TESTIS_GENES_FROM_XHX_AND_NETAFFX,0.1582657147459009,0.4515442234625031,0.9583333333333334,1.0
HEMO_TF_LIST_JP,0.16927832837205595,0.4083290826633195,0.98,1.0
HOX_LIST_JP,0.20519350540170245,0.3652429226144558,1.0,1.0
HUMAN_CD34_ENRICHED_TF_JP,-0.15233136387821028,-0.8243643784656529,0.515625,1.0
DOWNREG_BY_HOXA9,-0.17165749269431468,-0.4211965747128668,0.98,1.0
UPREG_BY_HOXA9,-0.09625238798686374,-0.31073906036974236,1.0,1.0
KRAS_TOP100_CONTROL,-0.13200715282779463,-0.3239064006817253,1.0,1.0
KRAS_TOP100_KNOCKDOWN,0.22140095812170343,0.6316739154113481,0.7708333333333334,1.0
RAR_UP,0.1493931487658026,0.4262301121779738,0.9583333333333334,1.0
ADULT_LIVER_vs_FETAL_LIVER_GNF2,0.20462102420434292,0.3642239103155232,1.0,1.0
GNF_FEMALE_GENES,0.18510171716641594,0.788858577487738,0.5909090909090909,1.0
LEU_UP,0.0807537561084388,0.3626530061769429,1.0,1.0
GLUT_DOWN,0.0695780906834867,0.5003734237980387,0.9714285714285714,1.0
GLUT_UP,0.10544641925865263,0.4949001316459065,0.9387755102040817,1.0
Wnt_Signaling,-0.2105540020115164,-0.6590787065880462,0.6792452830188679,1.0
wntPathway,-0.24205232148318762,-0.5939246059685278,0.82,1.0
FA,0.41971002617177894,0.7470807436593381,0.7169811320754716,1.0
GLYCOGEN,-0.287401969749494,-0.6204172354458946,0.6382978723404256,1.0
GO_0005739,0.17817736312659563,1.1097365511532191,0.2826086956521739,1.0
GO_ROS,0.11744338985932626,0.20904836568776394,1.0,1.0
PGC,0.11194666811461483,1.0081429826305748,0.4444444444444444,1.0
PYR,-0.286554004408522,-0.6185867249832894,0.6382978723404256,1.0
TCA,0.24660595185155382,0.4389567711319677,0.9811320754716981,1.0
INSULIN_2F_DOWN,0.2230129716318192,0.3969614407643165,1.0,1.0
INSULIN_2F_UP,0.07980351793559151,0.5176549903526673,0.9722222222222222,1.0
NFKB_INDUCED,0.10135549753284737,0.36122891126198103,1.0,1.0
EMT_UP,0.2154713948578571,1.145977671826272,0.2857142857142857,1.0
EMT_DOWN,0.24796867917991608,0.8298224980238756,0.574468085106383,1.0
HTERT_DOWN,0.21243512607570206,0.7571144257000793,0.6363636363636364,1.0
HTERT_UP,-0.0739320545626879,-0.2756923891032342,1.0,1.0
HOXA9_DOWN,-0.17571122654316215,-0.5500134256138828,0.8301886792452831,1.0
P53_UP,0.15975588801524948,0.45579580209918324,0.9375,1.0
P53_DOWN,0.23412110517251197,0.41673383634404826,1.0,1.0
RAP_UP,0.05603127982587714,0.34193617784847974,1.0,1.0
RAP_DOWN,-0.06985862806195425,-0.37577820560523506,0.9814814814814815,1.0
mRNA_processing,-0.22181407800963432,-0.7160996170495154,0.625,1.0
mRNA_binding_activity,-0.1382489307914014,-0.3392218725386465,1.0,1.0
mprPathway,0.6529411764705894,1.1622304669076555,0.2830188679245283,1.0
mitochondriaPathway,0.4660915902418987,0.8296395848041204,0.6792452830188679,1.0
CR_CELL_CYCLE,0.16553774934791052,1.0102097520807092,0.4489795918367347,1.0
CR_DEATH,0.1013411799907471,0.3391363433911461,1.0,1.0
CR_DNA_MET_AND_MOD,0.15832761700138406,0.2818219877425415,1.0,1.0
CR_IMMUNE_FUNCTION,0.21787607860630465,0.3878178091560756,1.0,1.0
CR_PROTEIN_MOD,-0.1384440832759548,-0.51625753269432,0.9107142857142857,1.0
CR_REPAIR,-0.2007480181910619,-0.49257609624442567,0.96,1.0
CR_SIGNALLING,0.12144096159956315,0.5175518935356257,0.9772727272727273,1.0
CR_TRANSCRIPTION_FACTORS,0.23301012775443392,0.9930325916714344,0.36363636363636365,1.0
d4gdiPathway,0.26779198221882516,0.47666774855687305,0.9622641509433962,1.0
CR_CAM,0.10952076715725782,0.4918413379440811,0.9574468085106383,1.0
deathPathway,-0.32607608175673497,-1.0526967421105813,0.30357142857142855,1.0
dnafragmentPathway,-0.2960713091516503,-0.8932781769901196,0.4230769230769231,1.0
drug_resistance_and_metabolism,0.08347164806734395,0.3748586512993509,1.0,1.0
eif2Pathway,0.25431817928234335,0.45268447894208813,0.9811320754716981,1.0
electron_transport,0.17791871150938782,0.6340986331880241,0.7727272727272727,1.0
Electron_Transport_Chain,0.248076085306954,0.8301819305979267,0.574468085106383,1.0
electron_transporter_activity,-0.16347576139391612,-0.7343512277922284,0.5510204081632653,1.0
fasPathway,0.22098631648538736,0.630490911019107,0.7916666666666666,1.0
Fatty_Acid_Degradation,0.31428221114993377,0.5594200123508535,0.8490566037735849,1.0
fcer1Pathway,-0.3198826118855458,-0.9651193734871407,0.38461538461538464,1.0
DNA_DAMAGE_SIGNALLING,-0.07294362076482412,-0.2994246808023194,1.0,1.0
chemicalPathway,0.5031714419613496,1.2137379621736288,0.28,1.0
cell_surface_receptor_linked_signal_transduction,0.12697724776407404,0.45254430278924335,0.9545454545454546,1.0
cell_proliferation,0.09964077264764651,0.6080672271431956,0.9183673469387755,1.0
aktPathway,0.37149007129980616,0.6612495804785253,0.8113207547169812,1.0
alkPathway,-0.30909350411556785,-0.9325675043184218,0.40384615384615385,1.0
argininecPathway,0.4166054371785475,0.741554598203688,0.7169811320754716,1.0
bcrPathway,-0.319648093841642,-0.7843216169966565,0.62,1.0
biopeptidesPathway,-0.18381509625599785,-0.39680331332373536,0.9574468085106383,1.0
breast_cancer_estrogen_signalling,0.1469039953356874,0.8065742200566297,0.7254901960784313,1.0
ca_nf_at_signalling,-0.15163992450126307,-0.48955094662682064,0.8928571428571429,1.0
cardiacegfPathway,0.30259056901650516,0.5386089757899452,0.9245283018867925,1.0
caspase_activity,0.7564196625091777,1.3464214070373794,0.20754716981132076,1.0
caspasePathway,0.24326106794631042,0.6940424854544872,0.7083333333333334,1.0
ccr5Pathway,-0.23062530661157127,-0.49785293843507045,0.8936170212765957,1.0
cd40Pathway,0.29560956592307963,0.5261828418943733,0.9433962264150944,1.0
cell_adhesion,0.13315638627259194,0.5674801890895853,0.9090909090909091,1.0
cell_adhesion_molecule_activity,0.11282976600736622,0.3775826793501965,0.9787234042553191,1.0
cell_adhesion_receptor_activity,0.16872368749253489,0.30032691635838804,1.0,1.0
Cell_Cycle,0.24439676352526574,1.341856826114983,0.11764705882352941,1.0
cell_cycle_arrest,-0.16193461674642023,-0.3973395208707487,0.98,1.0
cell_cycle_checkpointII,-0.1991018900596987,-0.429803053578787,0.8936170212765957,1.0
cell_cycle_regulator,-0.13726282980519935,-0.41413634684234,0.9615384615384616,1.0
cell_growth_and_or_maintenance,-0.12457389986616375,-0.3056674025624379,1.0,1.0
cell_motility,0.08554374698426756,0.30487615709629334,1.0,1.0
fibrinolysisPathway,0.34728364615710494,0.6181623226832068,0.8490566037735849,1.0
fosbPathway,0.3445747800586516,0.8311749365873977,0.64,1.0
G13_Signaling_Pathway,0.17223459539717978,0.30657630647242845,1.0,1.0
g1Pathway,0.5498406377762213,1.3263122656830388,0.24,1.0
MAP00230_Purine_metabolism,-0.29645132195198287,-0.9570568289827707,0.35714285714285715,1.0
MAP00240_Pyrimidine_metabolism,-0.2651646323338209,-0.8560515787509089,0.44642857142857145,1.0
MAP00251_Glutamate_metabolism,0.35485070218021797,0.6316316264609187,0.8490566037735849,1.0
MAP00280_Valine_leucine_and_isoleucine_degradation,0.31016464708166497,0.8849235283641187,0.4791666666666667,1.0
MAP00310_Lysine_degradation,0.3611357736112246,0.6428190071424247,0.8490566037735849,1.0
MAP00330_Arginine_and_proline_metabolism,0.3042363352661483,0.7338715173216691,0.7,1.0
MAP00380_Tryptophan_metabolism,0.33031442844274683,0.796776461899128,0.66,1.0
MAP00410_beta_Alanine_metabolism,0.4769552602701029,1.150499923826549,0.32,1.0
MAP00480_Glutathione_metabolism,0.3710251196255388,0.6604219699357284,0.8113207547169812,1.0
MAP00500_Starch_and_sucrose_metabolism,0.2588647201026551,0.4607772879895562,0.9811320754716981,1.0
MAP00510_N_Glycans_biosynthesis,0.23308257730205972,0.41488526441250506,1.0,1.0
MAP00530_Aminosugars_metabolism,0.2708487084870876,0.48210869871592854,0.9622641509433962,1.0
MAP00561_Glycerolipid_metabolism,0.15828612226587427,0.5297015163994908,0.8085106382978723,1.0
MAP00590_Prostaglandin_and_leukotriene_metabolism,0.19524018328591267,0.3475260828335024,1.0,1.0
MAP00620_Pyruvate_metabolism,0.23081076091888098,0.6585208045421279,0.7291666666666666,1.0
MAP00632_Benzoate_degradation,0.5569215290720955,0.9913162044139243,0.4716981132075472,1.0
MAP00640_Propanoate_metabolism,0.37069782573177973,0.8941883144879398,0.62,1.0
MAP00650_Butanoate_metabolism,0.3130457562110861,0.7551213891028657,0.7,1.0
MAP00790_Folate_biosynthesis,0.273660105912806,0.660116277633146,0.76,1.0
mapkPathway,0.12472324723247197,0.5315401979928827,0.9318181818181818,1.0
Matrix_Metalloproteinases,-0.4106256390102605,-0.8864212864650981,0.46808510638297873,1.0
MAP00220_Urea_cycle_and_metabolism_of_amino_groups,0.41691176470588415,0.7420998589376604,0.7169811320754716,1.0
FETAL_LIVER_HS_ENRICHED_TF_JP,-0.16970680462522691,-0.5312183108515178,0.8867924528301887,1.0
MAP00190_Oxidative_phosphorylation,0.24849622421800538,0.7089787878444436,0.7083333333333334,1.0
MAP00071_Fatty_acid_metabolism,0.43873829228377825,1.4682294025427949,0.19148936170212766,1.0
g2Pathway,0.14270952504566947,0.2540218995263031,1.0,1.0
gabaPathway,0.2855268995176655,0.5082357702341341,0.9622641509433962,1.0
gcrPathway,-0.5714285714285696,-1.2335480332633808,0.2765957446808511,1.0
Glycogen_Metabolism,0.26452367040257585,0.6380775892399972,0.8,1.0
gpcrPathway,0.30478790695633395,0.7352020051900368,0.7,1.0
GPCRs_Class_A_Rhodopsin-like,-0.22490643526504128,-0.5518536865338589,0.88,1.0
gsk3Pathway,-0.3408892275272908,-0.735880663309687,0.5957446808510638,1.0
hivnefPathway,0.23088163369383352,0.7726410232666514,0.6170212765957447,1.0
il1rPathway,0.33646700075722946,0.5989087738391509,0.8490566037735849,1.0
il2Pathway,0.5904761904761918,1.0510432536427883,0.39622641509433965,1.0
il2rbPathway,-0.32035268185157845,-0.7860504669973812,0.62,1.0
insulin_signalling,-0.15038662007704992,-0.453732197864955,0.9615384615384616,1.0
integrinPathway,-0.39977232577011385,-0.8629921408619929,0.48936170212765956,1.0
intrinsicPathway,0.22056229361227597,0.3925992520074517,1.0,1.0
keratinocytePathway,0.346118902309138,0.6160890872448052,0.8490566037735849,1.0
krebPathway,-0.19239108635117402,-0.4153163808253193,0.9148936170212766,1.0
Krebs-TCA_Cycle,0.24660595185155382,0.5948569026363473,0.9,1.0
longevityPathway,0.41014282906540533,0.9893365959115986,0.5,1.0
MAP00010_Glycolysis_Gluconeogenesis,0.23048837972047065,0.7713250062776791,0.6170212765957447,1.0
MAP00052_Galactose_metabolism,0.238169180430013,0.42393938037488127,0.9811320754716981,1.0
MAP00062_Fatty_acid_biosynthesis_path_2,0.5284519809189266,0.9406406191773455,0.5660377358490566,1.0
MAP00120_Bile_acid_biosynthesis,0.3526973834572824,0.850768083722636,0.64,1.0
CBF_LEUKEMIA_DOWNING_AML,0.12930833591650043,0.3689266005741585,0.9791666666666666,1.0
