Gene Set,ES,NES,P-value,FDR
AR_ORTHOS_MAPPED_TO_U133_VIA_NETAFFX,0.13477360594370136,0.20598181082589634,1.0,1.0
AR_MOUSE,0.13477360594370136,0.20598181082589634,1.0,1.0
AR_MOUSE_PLUS_TESTO_FROM_NETAFFX,0.15150498564329187,0.23155328577461096,1.0,1.0
TESTIS_GENES_FROM_XHX_AND_NETAFFX,-0.13849971062165023,-0.287642090709669,1.0,1.0
GNF_FEMALE_GENES,0.17694204488179094,0.7751231356305043,0.7183098591549296,1.0
HEMO_TF_LIST_JP,0.2513604679929591,0.8915241449349293,0.5230769230769231,1.0
HOX_LIST_JP,0.2963393909306031,0.8167006168240482,0.7142857142857143,1.0
HUMAN_CD34_ENRICHED_TF_JP,0.21473536022299136,0.9823674824045855,0.43333333333333335,1.0
DOWNREG_BY_HOXA9,0.2873884927131055,0.4392314186822197,0.9787234042553191,1.0
KRAS_TOP100_CONTROL,0.09035810955802476,0.1788282792520801,1.0,1.0
KRAS_TOP100_KNOCKDOWN,0.17235007426566282,0.7861657107384458,0.6944444444444444,1.0
RAR_UP,0.13190890226207938,0.3351172222826171,1.0,1.0
ADULT_LIVER_vs_FETAL_LIVER_GNF2,0.15437936202222532,0.42546392429476354,0.9591836734693877,1.0
FRASOR_ER_DOWN,0.25304551877793147,0.820151368602495,0.603448275862069,1.0
GO_ROS,0.13889895451502385,0.21228680476784068,1.0,1.0
FRASOR_ER_UP,-0.25762097407362083,-0.4374567842925905,0.9433962264150944,1.0
LEU_DOWN,0.20827671581218882,0.5291311903305235,0.9565217391304348,1.0
metPathway,0.5495798319327744,0.8399526612220558,0.6808510638297872,1.0
INSULIN_2F_UP,0.12552994825807315,0.40685786241806327,0.9655172413793104,1.0
NFKB_INDUCED,0.18804553257308457,0.8237637524011536,0.647887323943662,1.0
NFKB_REDUCED,0.09782942853907413,0.25422978291982884,1.0,1.0
EMT_UP,0.217543030657696,0.5653300677079796,0.9245283018867925,1.0
EMT_DOWN,-0.21701388888888837,-0.8027021617025474,0.6153846153846154,1.0
HTERT_DOWN,-0.11549050536522508,-0.37930819554765877,1.0,1.0
HTERT_UP,0.1628751304336326,0.42326434562216153,0.9811320754716981,1.0
HOXA9_DOWN,0.2267165123105931,0.4486960160283225,0.975,1.0
P53_UP,0.16590122123537535,0.3283361069023827,1.0,1.0
RAP_UP,0.1083884374888778,0.38443160861640174,1.0,1.0
RAP_DOWN,0.17805672238090867,0.27213374494902387,1.0,1.0
GLUT_UP,0.17979656259715684,0.7876278103884196,0.7183098591549296,1.0
GLUT_DOWN,0.12252678750891427,0.31841092251513703,1.0,1.0
LEU_UP,0.17298915391201053,0.44954770464563854,0.9811320754716981,1.0
GLUCOSE_DOWN,0.1468196366695305,0.2905716278754968,1.0,1.0
mapkPathway,0.295222451360428,0.9568519478028191,0.4827586206896552,1.0
MAP00590_Prostaglandin_and_leukotriene_metabolism,-0.21036586689289516,-0.43689678119490155,1.0,1.0
MAP00670_One_carbon_pool_by_folate,-0.46561369980420797,-0.7906416493119722,0.6226415094339622,1.0
CR_CAM,0.06799809464099578,0.24117532747319778,1.0,1.0
CR_CELL_CYCLE,0.3901703757253201,0.9912356959066483,0.4782608695652174,1.0
CR_IMMUNE_FUNCTION,0.19327169819105786,0.2953876175979155,1.0,1.0
CR_PROTEIN_MOD,0.12986334296495808,0.35789866466706494,1.0,1.0
CR_SIGNALLING,-0.11998210499983131,-0.3000355052947788,1.0,1.0
CR_TRANSCRIPTION_FACTORS,0.3794495877087302,1.045749305761118,0.3877551020408163,1.0
cell_surface_receptor_linked_signal_transduction,0.083166802173178,0.2949756291689106,1.0,1.0
DNA_DAMAGE_SIGNALLING,0.15981902243557186,0.31629879059775745,1.0,1.0
drug_resistance_and_metabolism,0.3761829880334955,0.9557004558289068,0.5217391304347826,1.0
egfPathway,0.5495798319327744,0.8399526612220558,0.6808510638297872,1.0
Eicosanoid_Synthesis,0.2665534804753828,0.5275375998371834,0.95,1.0
electron_transport,0.16176135569148462,0.41095798132181494,1.0,1.0
Electron_Transport_Chain,-0.43988608399340146,-0.7469545228247695,0.660377358490566,1.0
electron_transporter_activity,0.30258834895025477,0.46246218326775107,0.9787234042553191,1.0
dreamPathway,0.3721311627656519,0.5687482369747909,0.9574468085106383,1.0
cell_proliferation,0.13588577990985048,0.26893236605952564,1.0,1.0
cell_motility,0.20389864949494718,0.5619372851147908,0.9183673469387755,1.0
cell_growth_and_or_maintenance,0.22985726790642003,0.8152566943545404,0.6153846153846154,1.0
alkPathway,0.22364646725059734,0.44262007134565035,0.975,1.0
arenrf2Pathway,0.5565290740537128,0.8505735648175003,0.6808510638297872,1.0
at1rPathway,-0.23244366775769448,-0.39470411829666435,0.9433962264150944,1.0
bcrPathway,0.4309764309764327,0.6586846515992945,0.9148936170212766,1.0
breast_cancer_estrogen_signalling,0.14228800070696032,0.6876888538407558,0.819672131147541,1.0
ca_nf_at_signalling,0.2982484329177761,0.7577061492860384,0.7391304347826086,1.0
cardiacegfPathway,0.31996990613300935,0.6332543698191386,0.9,1.0
ccr5Pathway,0.34993477246091176,0.8890163356390272,0.5652173913043478,1.0
cd40Pathway,-0.36988178247308967,-0.6280827704767908,0.7547169811320755,1.0
cdmacPathway,0.37878787878788084,0.5789220570696932,0.9574468085106383,1.0
cell_adhesion,0.2284291082777878,1.0946274689080884,0.3709677419354839,1.0
cell_adhesion_molecule_activity,-0.12549407847191602,-0.5645666115554966,0.9285714285714286,1.0
cell_adhesion_receptor_activity,-0.23215195566299607,-0.4821430571191682,0.95,1.0
Cell_Cycle,0.5300747543444809,0.8101419933705583,0.7659574468085106,1.0
cell_cycle_arrest,0.2957818204845455,0.4520593966910495,0.9787234042553191,1.0
epoPathway,0.5495798319327744,0.8399526612220558,0.6808510638297872,1.0
MAP00760_Nicotinate_and_nicotinamide_metabolism,0.3468697123519452,0.5301397923622938,0.9574468085106383,1.0
erythPathway,0.34806646551348486,0.5319688551197935,0.9574468085106383,1.0
fasPathway,-0.24493243243243298,-0.41591083430277936,0.9433962264150944,1.0
ldlPathway,-0.15702066906311876,-0.3261072050708403,1.0,1.0
MAP00071_Fatty_acid_metabolism,0.3607859879664121,0.5514087910727503,0.9574468085106383,1.0
MAP00140_C21_Steroid_hormone_metabolism,0.5969645868465433,0.9123733518634904,0.574468085106383,1.0
MAP00150_Androgen_and_estrogen_metabolism,0.40153419228825393,0.6136864815399977,0.9574468085106383,1.0
MAP00230_Purine_metabolism,-0.1855466005412312,-0.31506991812705876,1.0,1.0
MAP00240_Pyrimidine_metabolism,-0.27235814861327023,-0.4624814431227032,0.9433962264150944,1.0
lairPathway,0.49196425410199407,1.2784697548827075,0.24528301886792453,1.0
MAP00280_Valine_leucine_and_isoleucine_degradation,0.38418494512741735,0.7603427405436383,0.75,1.0
MAP00340_Histidine_metabolism,0.5059307343539894,0.7732413782728548,0.851063829787234,1.0
MAP00350_Tyrosine_metabolism,0.5205153620934349,0.7955318557810955,0.7659574468085106,1.0
MAP00380_Tryptophan_metabolism,0.31177349080770933,0.6170327948456436,0.9,1.0
MAP00480_Glutathione_metabolism,0.32994923857867975,0.6530045268119395,0.85,1.0
MAP00561_Glycerolipid_metabolism,0.26757058933259353,0.529550566107026,0.95,1.0
FETAL_LIVER_HS_ENRICHED_TF_JP,0.43250747468972384,1.4018094412842923,0.13793103448275862,1.0
MAP00310_Lysine_degradation,0.3227304264050006,0.4932464125600735,0.9574468085106383,1.0
keratinocytePathway,0.30550008812686286,0.6046170657875811,0.95,1.0
intrinsicPathway,0.2795367781005661,0.42723121743617887,0.9787234042553191,1.0
insulinPathway,0.5495798319327744,0.8399526612220558,0.6808510638297872,1.0
fatty_acid_metabolism,0.2932951496147661,0.5804621984140652,0.95,1.0
Fatty_Acid_Synthesis,0.22377944159273327,0.34201425629387733,1.0,1.0
fcer1Pathway,0.4309764309764327,0.6586846515992945,0.9148936170212766,1.0
gleevecPathway,0.5495798319327744,0.8399526612220558,0.6808510638297872,1.0
Glycogen_Metabolism,-0.3739424703891722,-0.7766196297818546,0.7,1.0
gpcrPathway,0.31263535563455846,0.47781756843921597,0.9787234042553191,1.0
GPCRs_Class_A_Rhodopsin-like,0.21918410420009693,0.4337885817358926,0.975,1.0
hifPathway,0.5514333895446859,0.8427855538400002,0.6808510638297872,1.0
igf1Pathway,0.5495798319327744,0.8399526612220558,0.6808510638297872,1.0
il1rPathway,0.26616886587512745,0.6762073632677738,0.8478260869565217,1.0
il2Pathway,0.5495798319327744,0.8399526612220558,0.6808510638297872,1.0
il2rbPathway,0.3453296577417,0.5277860433832721,0.9574468085106383,1.0
il6Pathway,0.5505050505050517,1.0895078635767543,0.3,1.0
inflamPathway,0.22386749338574824,0.3421488306242493,1.0,1.0
insulin_signalling,0.14655745136956871,0.4750105629222001,0.9137931034482759,1.0
etsPathway,-0.28983050847457575,-0.49215062043411795,0.9433962264150944,1.0
CBF_LEUKEMIA_DOWNING_AML,-0.1215246934666249,-0.3675847753222003,1.0,1.0
